Timestamp,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
48178,0.009862659499049187,-0.005711672827601433,1.0008779764175415,-0.10295853018760681,0.1225578710436821,0.09278438240289688
48278,0.00942886434495449,-0.0066191270016133785,0.9999210834503174,-0.11205336451530457,0.1554313749074936,0.05283091962337494
48378,0.012541169300675392,-0.004389538429677486,0.9987711310386658,0.17026574909687042,-0.2100931853055954,0.03944099321961403
48478,0.00985993817448616,-0.0033085353206843138,0.9994763135910034,-0.10718096792697906,-0.009477189742028713,0.12272707372903824
48578,0.008932685479521751,-0.00837364699691534,0.9994562864303589,0.07075389474630356,-0.3944483995437622,0.22765077650547028
48678,0.007620712276548147,-0.0062224771827459335,1.0009022951126099,-0.04223090782761574,-0.15395767986774445,-0.0935470461845398
48778,0.010111789219081402,-0.005515107419341803,0.9977543354034424,-0.08162155002355576,-0.22319892048835754,-0.1121433675289154
48878,0.008178602904081345,-0.004449280444532633,0.9987142086029053,-0.027709178626537323,0.017276650294661522,-0.040282439440488815
48978,0.010521428659558296,-0.0037481344770640135,0.9991801977157593,-0.16771700978279114,-0.11900613456964493,-0.1023138090968132
49078,0.009339563548564911,-0.0047346604987978935,1.0009498596191406,-0.037151262164115906,-0.06738529354333878,0.08590676635503769
49178,0.011736229993402958,-0.005538172088563442,0.9982630014419556,0.003430976765230298,0.3468840420246124,-0.050669651478528976
49278,0.011178168468177319,-0.005380857735872269,1.0004758834838867,-0.1372564285993576,-0.291888028383255,-0.026932243257761
49378,0.010716952383518219,-0.005685476586222649,0.9986220002174377,-0.27280107140541077,0.06591729074716568,-0.02919522300362587
49478,0.009782381355762482,-0.0051308064721524715,0.9986459612846375,0.24285376071929932,0.21946066617965698,0.23250475525856018
49578,0.01013918686658144,-0.004747765138745308,0.9993447065353394,-0.1903151124715805,0.016971206292510033,-0.08120102435350418
49678,0.010960494168102741,-0.004618057981133461,0.9976126551628113,0.14052288234233856,0.04837026074528694,0.046801045536994934
49778,0.009455008432269096,-0.0067818062379956245,1.0005489587783813,0.15695343911647797,-0.2018243819475174,-0.2266717553138733
49878,0.010645375587046146,-0.0037784778978675604,1.000519871711731,0.33666086196899414,-0.03598402068018913,0.19700074195861816
49978,0.010059735737740993,-0.004224982112646103,1.0005614757537842,-0.33304470777511597,0.13051947951316833,-0.04042921960353851
50078,0.008925559930503368,-0.003995295614004135,0.9978837966918945,0.020621081814169884,-0.05174547806382179,0.11803403496742249
50178,0.01115815993398428,-0.005472118034958839,1.0006577968597412,-0.2966635525226593,0.15639759600162506,0.040440917015075684
51595,0.010714646428823471,-0.005554086063057184,1.0004113912582397,0.003350672544911504,-0.2976876199245453,0.102091483771801
51695,0.012199487537145615,-0.005900018848478794,1.0014344453811646,0.24679625034332275,-0.18198195099830627,0.200792595744133
51795,0.011315232142806053,-0.005366255063563585,0.9998804330825806,-0.3041919469833374,-0.037316713482141495,-0.0446978397667408
51895,0.010165002197027206,-0.006600680761039257,0.9992950558662415,-0.03426811844110489,0.011896522715687752,-0.050968825817108154
51995,0.009000478312373161,-0.00594949908554554,0.9995478391647339,-0.16646869480609894,0.2174917608499527,0.010866365395486355
52095,0.010036030784249306,-0.004252276383340359,1.001442790031433,-0.022990882396697998,-0.055752452462911606,-0.15583743155002594
52195,0.009657738730311394,-0.005103113129734993,1.0013644695281982,-0.2476179599761963,-0.029674073681235313,0.004589597694575787
52295,0.00960378348827362,-0.00477151433005929,0.9995771646499634,0.09076520800590515,-0.3419550061225891,-0.0276105348020792
52395,0.008958644233644009,-0.006669276859611273,0.9998745918273926,0.09836243838071823,-0.02493879571557045,0.10676698386669159
52495,0.009224104695022106,-0.005685744341462851,1.000166893005371,0.0791604071855545,-0.0625828355550766,-0.07067697495222092
52595,0.010811744257807732,-0.004558455664664507,0.9987632036209106,0.0371122844517231,0.059762075543403625,0.21699513494968414
52695,0.00932838674634695,-0.004720340948551893,1.0019992589950562,-0.02787848934531212,0.059850893914699554,0.11515659838914871
52795,0.008589462377130985,-0.0044941953383386135,0.9981727004051208,0.15873238444328308,0.038539063185453415,-0.07979442179203033
52895,0.010104278102517128,-0.006704483646899462,1.0012550354003906,-0.06079954281449318,0.15675613284111023,-0.15953420102596283
52995,0.009322073310613632,-0.004719174932688475,1.000766634941101,0.004359673708677292,0.03445590287446976,0.25825294852256775
53095,0.01100929919630289,-0.005359578412026167,1.0007554292678833,-0.02138911746442318,0.1814187616109848,0.010562664829194546
53195,0.010277376510202885,-0.004637428559362888,0.998110294342041,-0.23707915842533112,-0.09957916289567947,-0.13128046691417694
53295,0.008702069520950317,-0.0041531710885465145,0.9979658126831055,0.10029523074626923,-0.07940339297056198,-0.2723257839679718
53395,0.010164291597902775,-0.004579597618430853,1.0006479024887085,0.14825472235679626,-0.07650187611579895,0.33186212182044983
53495,0.009509041905403137,-0.0031198090873658657,1.0015873908996582,0.031101102009415627,-0.11211667209863663,-4.496185283642262e-05
53595,0.010343304835259914,-0.006241976749151945,1.0009082555770874,-0.05908918008208275,-0.42075201869010925,-0.25180482864379883
53695,0.01193813793361187,-0.006085770670324564,0.9990856051445007,-0.038677893579006195,-0.0010026643285527825,-0.02481207624077797
53795,0.011206140741705894,-0.003976131789386272,0.9993376731872559,0.03239283338189125,-0.4215547442436218,-0.041071031242609024
53895,0.011526702903211117,-0.005172984208911657,1.00052011013031,0.10800228267908096,-0.08848624676465988,0.1781020611524582
53995,0.009261514991521835,-0.008270544931292534,1.0010337829589844,-0.16931039094924927,0.041985832154750824,0.0946529433131218
54095,0.00867183692753315,-0.005195175763219595,0.9997316002845764,0.14236165583133698,0.04868989437818527,0.03915408253669739
54195,0.01056517194956541,-0.0053393044508993626,0.9997796416282654,-0.03926152363419533,0.24485138058662415,0.1278681457042694
54295,0.010766193270683289,-0.005367654841393232,0.9999507665634155,0.08826589584350586,-0.06769131869077682,-0.3214000165462494
54395,0.009864808060228825,-0.005225338973104954,0.999280571937561,0.03464514762163162,-0.17299921810626984,-0.26473596692085266
54495,0.009271480143070221,-0.004091464448720217,0.999643862247467,-0.045838404446840286,0.10887010395526886,0.056545473635196686
54595,0.009996329434216022,-0.006609427276998758,0.9994127750396729,-0.16447129845619202,0.002803893992677331,0.004451761022210121
54695,0.011387589387595654,-0.0032462128438055515,0.9992672801017761,-0.16937381029129028,-0.03592095151543617,-0.08525586873292923
54795,0.009065997786819935,-0.006197087932378054,1.0004937648773193,-0.04281232878565788,0.2539384961128235,0.04792194813489914
54895,0.009296108037233353,-0.0049783652648329735,0.9984334111213684,0.03696219250559807,-0.2944001257419586,-0.10192431509494781
54995,0.009879369288682938,-0.005623096600174904,1.000419020652771,-0.009474720805883408,0.18227452039718628,0.07673031091690063
55095,0.01075102761387825,-0.00571288401260972,0.9995461106300354,0.16838595271110535,-0.00625623669475317,0.2986903786659241
55195,0.009495028294622898,-0.005159309133887291,0.9981013536453247,-0.0387483686208725,0.3495158553123474,-0.03594934567809105
55295,0.0099965650588274,-0.003908817190676928,1.0002845525741577,0.08702082931995392,-0.22932949662208557,-0.0693776085972786
55395,0.008070332929491997,-0.00402516033500433,0.9986702799797058,0.009695686399936676,0.24765466153621674,-0.08901728689670563
55495,0.00873948447406292,-0.006008768919855356,1.0023634433746338,0.11059895157814026,-0.017598602920770645,0.015916844829916954
55595,0.009600269608199596,-0.004668365698307753,1.0013562440872192,0.08406171202659607,-0.10799665004014969,0.2243679016828537
55695,0.011375706642866135,-0.00468812882900238,1.0000174045562744,0.028984293341636658,0.20804433524608612,0.12633556127548218
55795,0.010372237302362919,-0.00532536068931222,1.0001485347747803,0.2971726357936859,-0.1275612711906433,-0.09348378330469131
59254,0.011510321870446205,-0.004538177512586117,0.9986831545829773,0.16066601872444153,-0.06887895613908768,0.24026274681091309
59354,0.012104016728699207,-0.004095451906323433,0.9986189603805542,-0.01422187127172947,0.02925698459148407,0.09868636727333069
59454,0.011218251660466194,-0.0040891822427511215,0.9998007416725159,-0.08021945506334305,-0.028929464519023895,-0.16313393414020538
59554,0.011496935971081257,-0.008029717952013016,1.0008702278137207,-0.20566530525684357,0.09055144339799881,0.016086969524621964
59654,0.00920148752629757,-0.006137191783636808,0.9982438087463379,-0.1271739900112152,0.04951087385416031,0.2122020572423935
59754,0.010259527713060379,-0.007812468335032463,0.9993744492530823,0.1243935227394104,-0.05118478834629059,0.23006926476955414
59854,0.011987477540969849,-0.004796328954398632,1.0021616220474243,-0.1683897078037262,-0.10937764495611191,0.26058509945869446
59954,0.01178731769323349,-0.005023915786296129,1.001189947128296,-0.24542176723480225,-0.24408107995986938,-0.03539822995662689
60054,0.012641560286283493,-0.003072581719607115,0.9989235401153564,-0.08243993669748306,0.15379352867603302,-0.020393680781126022
60154,0.011227412149310112,-0.003942903596907854,0.9995694160461426,0.14539013803005219,-0.1651235669851303,0.03985291346907616
60254,0.010293900966644287,-0.006332842633128166,1.0017749071121216,-0.09648551791906357,-0.15735603868961334,0.1345626413822174
60354,0.010602500289678574,-0.004984219092875719,0.9989219307899475,-0.1574682891368866,-0.09049580991268158,0.05803311616182327
60454,0.011029018089175224,-0.007635529153048992,0.9994205832481384,-0.032751474529504776,0.017661629244685173,0.1582353264093399
60554,0.011841553263366222,-0.004570528399199247,0.9981529116630554,-0.03163833171129227,-0.008868493139743805,-0.10956991463899612
60654,0.010524330660700798,-0.005316342692822218,0.9998291730880737,0.14768163859844208,-0.1345394253730774,0.05707446113228798
60754,0.009716197848320007,-0.0059444294311106205,0.9985605478286743,0.07977007329463959,-0.23430882394313812,0.11382351815700531
60854,0.011574416421353817,-0.0059831468388438225,1.0021826028823853,0.3026072084903717,0.01461210660636425,0.07176651805639267
